index,song_id,title,artist,original_gender,language_detect,lyrics,predicted_gender,keywords,reasoning,raw_model_response
79,ObjectId(5714decd25ac0d8aee3fd231),Meiso,DJ Krush,Male,english,"14 Contributors Meiso Lyrics Verse 1: Black Thought Yin for Yang, I walk on a line Between ghetto slang and stimulation of the mind Life is a labyrinth of dollars and cents As I quest for creams through the steam so dense From the sensimilla puff, 'cause the tunnel is tough Some lick shots with sound, some'll bust from the cannon Experts original man'll examine I am in fact lackin' confusion As to what's real and what's illusion I come from Illadelph where ya health, you never take for granted As hot as the equator in a cypher 'round the planet Or abnormal, niggas appearin' out of portals And demandin' your soul, who control The Eight Immortals? But the number 7, in this continual maze Where nights fight with days within my mind marijuan' blaze And some say I should change my ways But it's hard to hear the phrase through the havoc and haze Thought's style of lyricism'll never cease to accelerate It's the great lab dweller The mentals of The Roots are beyond any computer The judge, prosecutor, or the drug distributor Respect to the ex-Lex Luger, my nigga Malik B the intruder Phila 5th Dynasty's the future And DJ Krush is the producer You're dealin' with the ginseng Roots — we get your renaissance looser! Remember me — the Thought I represent essentially and mentally Eventually, you'll mention me as Most High My decibels are most fly I've come to paint your Thoughts Black Yo, Krush, where's it at?! Verse 2: Malik B The Roots bring it from the Phila 5th, spill the gift The melody of a felony is straight off a cliff Now, can I get a witness to dismiss Christmas from the myth list? Man, that's bogus, let's try to stay focused You would think it was the 4th of July 'Cause in Illadelph, a round of applause light up the sky Why? Don't ask me, subtle attitudes sometimes nasty Foul-mouth bitches walk around, lookin' trashy Bimbos talkin' about, ""Where's the indo?"" Crackheads leavin' babies unattended at the window To see death, and brothers with strikes who got three left I'm tryin' to make it, 'cause if I don't, I'll probably take it But perseverance is a virtue The person that you think you hurtin' might hurt you Your celly might jerk, too Perhaps I'll go to court this time when I'm summoned But I'm a rebel to the system, so I might not be comin' So if I fail, man, just give out the bail It's just more time to write another story to tell Ill elements drop intelligence Black Thought, Malik B fuck up they irrelevance We got strain on the brain from bodies left in the dust Man, just leave it to us Look, man, you aim and I'll bust Fuck betrayal, just trust, over tracks we lust With DJ Krush from Japan, so no more need to discuss",male,"'nigga', 'ghetto slang', 'niggas', 'bitches', 'brothers', 'nasty', 'foul-mouth', 'crack",,"LYRICS: 
Black Thought Yin for Yang, I walk on a line Between ghetto slang and stimulation of the mind Life is a labyrinth of dollars and cents As I quest for creams through the steam so dense From the sensimilla puff, 'cause the tunnel is tough Some lick shots with sound, some'll bust from the cannon Experts original man'll examine I am in fact lackin' confusion As to what's real and what's illusion I come from Illadelph where ya health, you never take for granted As hot as the equator in a cypher 'round the planet Or abnormal, niggas appearin' out of portals And demandin' your soul, who control The Eight Immortals? But the number 7, in this continual maze Where nights fight with days within my mind marijuan' blaze And some say I should change my ways But it's hard to hear the phrase through the havoc and haze Thought's style of lyricism'll never cease to accelerate It's the great lab dweller The mentals of The Roots are beyond any computer The judge, prosecutor, or the drug distributor Respect to the ex-Lex Luger, my nigga Malik B the intruder Phila 5th Dynasty's the future And DJ Krush is the producer You're dealin' with the ginseng Roots — we get your renaissance looser! Remember me — the Thought I represent essentially and mentally Eventually, you'll mention me as Most High My decibels are most fly I've come to paint your Thoughts Black Yo, Krush, where's it at?! Verse 2: Malik B The Roots bring it from the Phila 5th, spill the gift The melody of a felony is straight off a cliff Now, can I get a witness to dismiss Christmas from the myth list? Man, that's bogus, let's try to stay focused You would think it was the 4th of July 'Cause in Illadelph, a round of applause light up the sky Why? Don't ask me, subtle attitudes sometimes nasty Foul-mouth bitches walk around, lookin' trashy Bimbos talkin' about, ""Where's the indo?"" Crackheads leavin' babies unattended at the window To see death, and brothers with strikes who got three left I'm...

GENDER: male  
KEYWORDS: 'nigga', 'ghetto slang', 'niggas', 'bitches', 'brothers', 'nasty', 'foul-mouth', 'crack"
80,ObjectId(5714decb25ac0d8aee3e45ef),Girl Move On,Crystal Kay,Female,english,"1 Contributor Girl Move On Lyrics 「じゃあね」ってあの夜 小さくキスした これが最後だと わかってた kiss don't lie 胸が苦しいよ いつから消えたの? feel the same 風になびく髪 涙隠してsave my love 離れてゆく キミの呼ぶ声 吐息 Just don’t let me go Quiero Te quiero 震えるこのココロ そっと 涙の向こうへ歩き出せ Baby, take it easy いつだってそうじゃない きっと 傷みも強さに変えて movin' on どこへ行ったって溢れ出す memories 何をしてたって 泣きそうな little heart 今はそれでいいの 心に嘘はつけない 誰よりもキミを愛してた proof of love 忘れたくない 交わした笑顔 想い Can't forget your love Quiero Te quiero 震えるこのココロ そっと 涙の向こうへ歩き出せ Baby, take it easy いつだってそうじゃない きっと 涙も笑顔に変わる movin’ on 忘れない ふたりいた季節を また遇う日には smile again 見つけたい my brand new love 傷ついても恋する想い my heart 負けないで Que pasa? La bonita 開けてよそのドアを もっと 涙の向こうへ歩き出せ Baby, take it easy いつだってそうじゃない きっと かならず出逢える 次のdestiny Quiero Te quiero 震えるこのココロ そっと 涙の向こうへ歩き出せ Baby, take it easy いつだってそうじゃない きっと 傷みも強さに変えて movin' on Quiero Te quiero 震えるこのココロ そっと 涙の向こうへ歩き出せ Baby, take it easy いつだってそうじゃない きっと 涙も笑顔に変わる movin' on",female,"小さくキスした, 涙の向こうへ歩き出せ, 涙隠してsave my love, そっと, Baby, take it easy, 心に嘘はつけない, キミを愛してた, Can't forget your love, 震えるこのココロ",The lyrics contain several indicators that suggest,"LYRICS: 
「じゃあね」ってあの夜 小さくキスした これが最後だと わかってた kiss don't lie 胸が苦しいよ いつから消えたの? feel the same 風になびく髪 涙隠してsave my love 離れてゆく キミの呼ぶ声 吐息 Just don’t let me go Quiero Te quiero 震えるこのココロ そっと 涙の向こうへ歩き出せ Baby, take it easy いつだってそうじゃない きっと 傷みも強さに変えて movin' on どこへ行ったって溢れ出す memories 何をしてたって 泣きそうな little heart 今はそれでいいの 心に嘘はつけない 誰よりもキミを愛してた proof of love 忘れたくない 交わした笑顔 想い Can't forget your love Quiero Te quiero 震えるこのココロ そっと 涙の向こうへ歩き出せ Baby, take it easy いつだってそうじゃない きっと 涙も笑顔に変わる movin’ on 忘れない ふたりいた季節を また遇う日には smile again 見つけたい my brand new love 傷ついても恋する想い my heart 負けないで Que pasa? La bonita 開けてよそのドアを もっと 涙の向こうへ歩き出せ Baby, take it easy いつだってそうじゃない きっと かならず出逢える 次のdestiny Quiero Te quiero 震えるこのココロ そっと 涙の向こうへ歩き出せ Baby, take it easy いつだってそうじゃない きっと 傷みも強さに変えて movin' on Quiero Te quiero 震えるこのココロ そっと 涙の向こうへ歩き出せ Baby, take it easy いつだってそうじゃない きっと 涙も笑顔に変わる movin' on

GENDER: female  
KEYWORDS: 小さくキスした, 涙の向こうへ歩き出せ, 涙隠してsave my love, そっと, Baby, take it easy, 心に嘘はつけない, キミを愛してた, Can't forget your love, 震えるこのココロ
REASONING: The lyrics contain several indicators that suggest"
81,ObjectId(5714ded825ac0d8aee48570c),That Situation,Lea Salonga,Female,english,"2 Contributors That Situation Lyrics (g. valenciano/m. pagan) There's so much in life That we would like to do We can wait for love Until we know it's true It's up to us Not to jump into that situation I'm too young, not ready yet I got so much to do Got to take it step-by-step It's best for me and you It's up to us Not to jump into that situation Let's take it easy One step at a time Why should we risk it? Our future's on the line It's up to us Not to get into that situation Is this what, what we want? Is it worth risking? All we have ahead to do Let's not make that mistake We're gonna be all right If we choose to wait There's so much in life That we would like to do We can wait for love Until we know it's true It's up to us Not to jump into that situation I'm too young, not ready yet I got so much to do Got to take it step-by-step It's best for me and you It's up to us Not to jump into that situation Let's take it easy One step at a time Why should we risk it? Our future's on the line It's up to us Not to get into that situation There's so much in life That we would like to do We can wait for love Until we know it's true It's up to us Not to jump into that situation Is this what, what we want? Is it worth risking? All we have ahead to do Let's not make that mistake We're gonna be all right If we choose to wait There's so much in life That we would like to do We can wait for love Until we know it's true It's up to us Not to jump into that situation It's up to us Not to jump into that situation It's up to us Not to jump into that situation... Situation... situation...",neutral,"we, us, our, it's up to us, me and you, we can wait, we're gonna be all right, let's take it easy","The lyrics are written in a neutral tone, using inclusive language such as ""we"", ""us"", ""our"", and ""me and you"", suggesting that the narrator is speaking from a shared perspective with an unspecified partner or group. The narrator also uses phrases like ""it's up to us"" and ""we can wait"", indicating a collective decision-making process. Additionally, the language is cautious and non-emotional, with a","LYRICS: There's so much in life That we would like to do We can wait for love Until we know it's true It's up to us Not to jump into that situation I'm too young, not ready yet I got so much to do Got to take it step-by-step It's best for me and you It's up to us Not to jump into that situation Let's take it easy One step at a time Why should we risk it? Our future's on the line It's up to us Not to get into that situation Is this what, what we want? Is it worth risking? All we have ahead to do Let's not make that mistake We're gonna be all right If we choose to wait There's so much in life That we would like to do We can wait for love Until we know it's true It's up to us Not to jump into that situation I'm too young, not ready yet I got so much to do Got to take it step-by-step It's best for me and you It's up to us Not to jump into that situation Let's take it easy One step at a time Why should we risk it? Our future's on the line It's up to us Not to get into that situation There's so much in life That we would like to do We can wait for love Until we know it's true It's up to us Not to jump into that situation Is this what, what we want? Is it worth risking? All we have ahead to do Let's not make that mistake We're gonna be all right If we choose to wait There's so much in life That we would like to do We can wait for love Until we know it's true It's up to us Not to jump into that situation It's up to us Not to jump into that situation It's up to us Not to jump into that situation... Situation... situation...
GENDER: neutral
KEYWORDS: we, us, our, it's up to us, me and you, we can wait, we're gonna be all right, let's take it easy
REASONING: The lyrics are written in a neutral tone, using inclusive language such as ""we"", ""us"", ""our"", and ""me and you"", suggesting that the narrator is speaking from a shared perspective with an unspecified partner or group. The narrator also uses phrases like ""it's up to us"" and ""we can wait"", indicating a collective decision-making process. Additionally, the language is cautious and non-emotional, with a"
85,ObjectId(5714ded825ac0d8aee485734),How Can I?,Lea Salonga,Female,english,"1 Contributor How Can I? Lyrics (Ryan Cayabyab) How can things go wrong When you're here with me All of time and space would stop They'd stop for you and me How can we go wrong We're like words within a song Perfect rhyme and perfect time And perfect harmony Now our words have lost their way And all they seem to say You don't intend to stay with me Tell me why When we have come this far We're happy as we are But now How can I feel right When you're not by my side Strange that I'm here all alone As I recall the happy times The happy songs, the perfect rhymes How can I go on How can I move on How can I, how can I Without you Now our words have lost their way And all they seem to say You don't intend to stay with me Tell me why When we have come this far We're happy as we are But now, now How can I feel right When you're not by my side Strange that I'm here all alone As I recall the happy times The happy songs, the perfect rhymes How can I go on How can I move on How can I, how can I, how can I",male,"""I"", ""me"", ""my"", ""my side"", ""my side""","The use of first-person singular pronouns such as ""I"", ""me"", ""my"" suggests that the narrator is a male speaker. The lyrics also express a sense of longing and vulnerability, which is often associated with male emotions in songwriting. The repetition of ""how can I"" and ""I"" emphasizes the narrator's personal struggle and emotional pain, further supporting the classification as a male narrator.","LYRICS: How can things go wrong When you're here with me All of time and space would stop They'd stop for you and me How can we go wrong We're like words within a song Perfect rhyme and perfect time And perfect harmony Now our words have lost their way And all they seem to say You don't intend to stay with me Tell me why When we have come this far We're happy as we are But now How can I feel right When you're not by my side Strange that I'm here all alone As I recall the happy times The happy songs, the perfect rhymes How can I go on How can I move on How can I, how can I Without you Now our words have lost their way And all they seem to say You don't intend to stay with me Tell me why When we have come this far We're happy as we are But now, now How can I feel right When you're not by my side Strange that I'm here all alone As I recall the happy times The happy songs, the perfect rhymes How can I go on How can I move on How can I, how can I, how can I
GENDER: Male
KEYWORDS: ""I"", ""me"", ""my"", ""my side"", ""my side""
REASONING: The use of first-person singular pronouns such as ""I"", ""me"", ""my"" suggests that the narrator is a male speaker. The lyrics also express a sense of longing and vulnerability, which is often associated with male emotions in songwriting. The repetition of ""how can I"" and ""I"" emphasizes the narrator's personal struggle and emotional pain, further supporting the classification as a male narrator."
89,ObjectId(5714ded725ac0d8aee476576),Caspia,Keren Ann,Female,english,"1 Contributor Caspia Lyrics La, la, lal, laa La, la, lal, laa La, la, lal, laa Lal, lal, lal, laa La, la, lal, laa La, la, lal, laa La, la, lal, laa Lal, lal, lal, laa La, la, lal, laa La, la, lal, laa La, la, lal, laa Lal, lal, lal, laa ...",female,"la, la, lal, laa","Based on the repetition of melodic phrases (""la, la, lal, laa"") that are often associated with feminine vocalizations, particularly in jazz or blues music, I inferred that the narrator appears to be female. This melodic style is reminiscent of the vocalizations used by female jazz singers like Billie Holiday or Ella Fitzgerald.","LYRICS: La, la, lal, laa La, la, lal, laa La, la, lal, laa Lal, lal, lal, laa La, la, lal, laa La, la, lal, laa La, la, lal, laa Lal, lal, lal, laa La, la, lal, laa La, la, lal, laa La, la, lal, laa Lal, lal, lal, laa...
GENDER: female
KEYWORDS: la, la, lal, laa
REASONING: Based on the repetition of melodic phrases (""la, la, lal, laa"") that are often associated with feminine vocalizations, particularly in jazz or blues music, I inferred that the narrator appears to be female. This melodic style is reminiscent of the vocalizations used by female jazz singers like Billie Holiday or Ella Fitzgerald."
92,ObjectId(5714dedf25ac0d8aee4d4e7a),Take Me,Paolo Santos,Male,english,"1 Contributor Take Me Lyrics Chorus Take me to those arms, baby Take me to the sea Take me where your love Would bring me Help me to be free Is it clear to the sparkle in your eyes There's no fear or any old goodbye This is real, I can feel it Drivin' up my spine I know you should be mine When I met you I saw a rainbow up the sky When I held you Time began to fly It's so real, I can feel it Deep inside my heart The only way to start Never counted it for a minute Everything so right Never dreamt that I'd be in it That you are at my sight",male,"baby, baby (use of affectionate terms), ""drive up my spine"" (suggests a strong physical reaction), ""take me to those arms"" (suggests a desire for physical closeness), ""know you should be mine"" (assertive and possessive language)","The use of affectionate terms like ""baby"" and the narrator's desire for physical closeness (""take me to those arms"") suggest a masculine perspective. Additionally, the phrase ""drive up my spine"" implies a strong physical reaction, which is often associated with masculine emotions. The assertive language ""know you should be mine"" also suggests a confident, masculine tone.","LYRICS: 
Take me to those arms, baby Take me to the sea Take me where your love Would bring me Help me to be free Is it clear to the sparkle in your eyes There's no fear or any old goodbye This is real, I can feel it Drivin' up my spine I know you should be mine When I met you I saw a rainbow up the sky When I held you Time began to fly It's so real, I can feel it Deep inside my heart The only way to start Never counted it for a minute Everything so right Never dreamt that I'd be in it That you are at my sight
GENDER: male
KEYWORDS: baby, baby (use of affectionate terms), ""drive up my spine"" (suggests a strong physical reaction), ""take me to those arms"" (suggests a desire for physical closeness), ""know you should be mine"" (assertive and possessive language)
REASONING: The use of affectionate terms like ""baby"" and the narrator's desire for physical closeness (""take me to those arms"") suggest a masculine perspective. Additionally, the phrase ""drive up my spine"" implies a strong physical reaction, which is often associated with masculine emotions. The assertive language ""know you should be mine"" also suggests a confident, masculine tone."
95,ObjectId(5714ded825ac0d8aee485763),We Could Be In Love,Lea Salonga,Female,english,1 Contributor We Could Be In Love Lyrics (verse 1) (Lea Salonga) Be still my heart Lately its mind is on its own It would go far and wide Just to be near you (Brad Kane) Even the stars Shine a bit bright I've noticed When your close to me (Lea Salonga) Still it remains a mystery (bridge) (both) Anyone who's seen us Knows whats going on between us It doesn't take a genius To read between the lines (chorus) (both) And its not just wishful thinking Or only me whos dreaming I know what these are symptoms of We could be in love (verse 2) (Lea Salonga) I ask myself why I sleep like a baby through the night Maybe it helps to know You'll be there tomorrow (Brad Kane) Dont open my eyes (oOOooO) I'll wake from the spell I'm under Makes me wonder how (tell me how I could live without you now) (bridge) (both) And what about the laughter The happy ever after Like voices of sweet angels Are calling out our names (chorus) (key change) (Brad Kane) All my life i have dreamed of this but i could not see your face (Lea Salonga) Dont ask why to such distant stars can fall right into place (bridge) (chorus) Oh it doesnt take a genius to know what these are symptoms of.. We could be (oo oh) We could be We could be in love Could be in ....we could be in love....,female,"""lately its mind is on its own"", ""sleep like a baby through the night"", ""makes me wonder how (tell me how I could live without you now)"", ""what about the laughter The happy ever after""","The lyrics suggest a more introspective and emotional perspective, which is often associated with female songwriters. The line ""lately its mind is on its own"" implies a sense of detachment and introspection, while the phrase ""sleep like a baby through the night"" is often used to describe a sense of security and comfort, which is a common theme in female-led love songs. The question ""makes me wonder how (tell me how I could live without you now)"" is also a more emotional and vulnerable expression, which is often characteristic of female songwriters.","LYRICS: 
Be still my heart Lately its mind is on its own It would go far and wide Just to be near you
Even the stars Shine a bit bright I've noticed When your close to me
Still it remains a mystery
Anyone who's seen us Knows whats going on between us It doesn't take a genius To read between the lines
And its not just wishful thinking Or only me whos dreaming I know what these are symptoms of We could be in love
I ask myself why I sleep like a baby through the night Maybe it helps to know You'll be there tomorrow
Dont open my eyes (oOOooO) I'll wake from the spell I'm under Makes me wonder how (tell me how I could live without you now)
And what about the laughter The happy ever after Like voices of sweet angels Are calling out our names
All my life i have dreamed of this but i could not see your face
Dont ask why to such distant stars can fall right into place
Oh it doesnt take a genius to know what these are symptoms of.. We could be (oo oh) We could be We could be in love Could be in....we could be in love....

GENDER: female
KEYWORDS: ""lately its mind is on its own"", ""sleep like a baby through the night"", ""makes me wonder how (tell me how I could live without you now)"", ""what about the laughter The happy ever after""
REASONING: The lyrics suggest a more introspective and emotional perspective, which is often associated with female songwriters. The line ""lately its mind is on its own"" implies a sense of detachment and introspection, while the phrase ""sleep like a baby through the night"" is often used to describe a sense of security and comfort, which is a common theme in female-led love songs. The question ""makes me wonder how (tell me how I could live without you now)"" is also a more emotional and vulnerable expression, which is often characteristic of female songwriters."
101,ObjectId(5714dede25ac0d8aee4ce94b),Solarhalfbreed,Olivia,Female,english,3 Contributors ​solarhalfbreed Lyrics Child of the sun Changing with the sky Sakura shy December clouds cry Illuminant light illuminate me Illuminant light illuminate me Play me a symphony Dance with me Child of the moon Changing with the tide Up and down The seashore side Illuminant light illuminate me Illuminant light illuminate me With you I find What is me,female,"Child of the sun, Child of the moon, Sakura shy, Changing with the sky and the tide, Dance with me","The use of ""Child of the sun"" and ""Child of the moon"" suggests a connection to feminine and lunar imagery, which is often associated with the feminine. The phrase ""Sakura shy"" evokes a sense of delicacy and vulnerability, which is also a common trait attributed to the female perspective. Additionally, the use of ""Dance with me"" implies a sense of playfulness and invitation, which is a common tone in female-dominated lyrics. The overall tone of the lyrics seems to be dreamy and ethereal, which is also consistent with a female perspective.","LYRICS: 3 Contributors solarhalfbreed Lyrics Child of the sun Changing with the sky Sakura shy December clouds cry Illuminant light illuminate me Illuminant light illuminate me Play me a symphony Dance with me Child of the moon Changing with the tide Up and down The seashore side Illuminant light illuminate me Illuminant light illuminate me With you I find What is me  
GENDER: female  
KEYWORDS: Child of the sun, Child of the moon, Sakura shy, Changing with the sky and the tide, Dance with me  
REASONING: The use of ""Child of the sun"" and ""Child of the moon"" suggests a connection to feminine and lunar imagery, which is often associated with the feminine. The phrase ""Sakura shy"" evokes a sense of delicacy and vulnerability, which is also a common trait attributed to the female perspective. Additionally, the use of ""Dance with me"" implies a sense of playfulness and invitation, which is a common tone in female-dominated lyrics. The overall tone of the lyrics seems to be dreamy and ethereal, which is also consistent with a female perspective."
102,ObjectId(5714dec925ac0d8aee3d1495),Before It Explodes,Charice,Female,english,"5 Contributors Before It Explodes Lyrics Verse 1 It's not a question of love 'Cause our love has never changed But all the little things keep piling up And life keeps getting in the way Chorus Don't make it harder than it is We both knew it'd come to this Better now than in a year More nights of tears and we both hate each other The fuse is already lit, so how about a final kiss? And just let it go And stop the madness before it explodes Before it's out of our control Let's stop the madness before it explodes We gotta let it go Before it all explodes Verse 2 Some things we won't understand And we're both so tired of being misunderstood So let's just turn around and walk away And hold on to what was good Chorus Don't make it harder than it is We both knew it'd come to this Better now than in a year More nights of tears and we both hate each other The fuse is already lit, so how about a final kiss? And just let it go And stop the madness before it explodes Before it's out of our control Let's stop the madness before it explodes We gotta let it go Before it all explodes Bridge There ain't nothing that can save us Too close to the edge And what's the use of going on If we're lying to each other Every word that is said It's too late for us now Cause we can hear the count down It's getting close, it's gonna blow Chorus Stop the madness before it explodes Before it's out of our control Let's stop the madness before it explodes We gotta let it go Before it explodes We gotta stop the madness",male,"""It's not a question of love"", ""We both knew it'd come to this"", ""We're both so tired of being misunderstood"", ""We gotta let it go"", ""We gotta stop the madness""","The use of the phrase ""We both knew it'd come to this"" suggests a sense of shared responsibility and a joint understanding of the situation, which is often associated with male perspectives. Additionally, the lyrics express a sense of frustration and a desire to ""stop the madness"" before it gets out of control, which is a common theme in male-dominated rock music. The use of the phrase ""We're both so tired of being misunderstood"" is also notable, as it suggests a sense of shared experience and a willingness to move on, which is more characteristic of a male perspective.","LYRICS: It's not a question of love 'Cause our love has never changed But all the little things keep piling up And life keeps getting in the way Don't make it harder than it is We both knew it'd come to this Better now than in a year More nights of tears and we both hate each other The fuse is already lit, so how about a final kiss? And just let it go And stop the madness before it explodes Before it's out of our control Let's stop the madness before it explodes We gotta let it go Before it all explodes Some things we won't understand And we're both so tired of being misunderstood So let's just turn around and walk away And hold on to what was good Don't make it harder than it is We both knew it'd come to this Better now than in a year More nights of tears and we both hate each other The fuse is already lit, so how about a final kiss? And just let it go And stop the madness before it explodes Before it's out of our control Let's stop the madness before it explodes We gotta let it go Before it all explodes There ain't nothing that can save us Too close to the edge And what's the use of going on If we're lying to each other Every word that is said It's too late for us now Cause we can hear the count down It's getting close, it's gonna blow Stop the madness before it explodes Before it's out of our control Let's stop the madness before it explodes We gotta let it go Before it explodes We gotta stop the madness
GENDER: male
KEYWORDS: ""It's not a question of love"", ""We both knew it'd come to this"", ""We're both so tired of being misunderstood"", ""We gotta let it go"", ""We gotta stop the madness""
REASONING: The use of the phrase ""We both knew it'd come to this"" suggests a sense of shared responsibility and a joint understanding of the situation, which is often associated with male perspectives. Additionally, the lyrics express a sense of frustration and a desire to ""stop the madness"" before it gets out of control, which is a common theme in male-dominated rock music. The use of the phrase ""We're both so tired of being misunderstood"" is also notable, as it suggests a sense of shared experience and a willingness to move on, which is more characteristic of a male perspective."
104,ObjectId(5714dec825ac0d8aee3bd6b9),Mint,Bonnie Pink,Female,english,"1 Contributor Mint Lyrics I hate my hair I hate my nails today Too many things to bring me down No time to spare No day to sail through Too much of pressure in everyday life But my memory is fresh like mint You were always there for me On any rainy day You filled a dint And there I am, I can't even start my day * I guess Nothing-else mattered when you were around (x3) Everything used to feel mint with you I hate the joke On meaningless TV shows Too quiet are my favorite plants There's no cup to fill up Nobody to phone me up Too much missing in my life But my enemy sits still like King Tells me what my weakness is There's no fantasy for me to cling Just a new day keeps coming at me * repeat One day I was listening to our song alone And it didn't sound the same at all My mint won't bloom without you * repeat",female,"'my hair','my nails','my day','my life','my memory','my enemy','my weakness','my fantasy'","The use of possessive pronouns such as'my','my','my', and'my' throughout the lyrics suggests a feminine perspective. The focus on personal feelings and emotions, such as 'hate', 'pressure','missing', and 'weakness', also implies a more introspective and emotional tone often associated with female narrators.","LYRICS: I hate my hair I hate my nails today Too many things to bring me down No time to spare No day to sail through Too much of pressure in everyday life But my memory is fresh like mint You were always there for me On any rainy day You filled a dint And there I am, I can't even start my day * I guess Nothing-else mattered when you were around (x3) Everything used to feel mint with you I hate the joke On meaningless TV shows Too quiet are my favorite plants There's no cup to fill up Nobody to phone me up Too much missing in my life But my enemy sits still like King Tells me what my weakness is There's no fantasy for me to cling Just a new day keeps coming at me * repeat One day I was listening to our song alone And it didn't sound the same at all My mint won't bloom without you * repeat
GENDER: female  
KEYWORDS:'my hair','my nails','my day','my life','my memory','my enemy','my weakness','my fantasy'
REASONING: The use of possessive pronouns such as'my','my','my', and'my' throughout the lyrics suggests a feminine perspective. The focus on personal feelings and emotions, such as 'hate', 'pressure','missing', and 'weakness', also implies a more introspective and emotional tone often associated with female narrators."
106,ObjectId(5714deed25ac0d8aee57da1c),Favourite Thing,Yuna,Female,english,"4 Contributors Favourite Thing Lyrics Verse 1 It's in the way you drink your coffee And how you have faith in me And you love your cameras and you tell me that I'm good enough Boy, you bubble-wrap my heart And all the things that I used to be afraid of Suddenly it all disappeared Chorus And you remain my most favourite thing And everywhere I go you're here with me And you remain my most favourite thing And all the time I keep you near me Verse 2 The way you look out of the window And you stay because you know It wasn't your intention but you can't help but to crash in Like the wave I've been waiting for And all the things that I used to be afraid of Suddenly it all disappeared Chorus Verse 3 When I feel like the world has turned it's back on me When I feel all alone and I'm left with nobody Oh, when people wanted me to be somebody else But you love me completely Chorusx2",female,"""you love your cameras"", ""you bubble-wrap my heart"", ""you're here with me"", ""you love me completely""","The use of the term ""you bubble-wrap my heart"" suggests a delicate and nurturing nature, which is often associated with feminine qualities. Additionally, the focus on emotional support and acceptance, as seen in the lines ""you have faith in me"" and ""you love me completely"", implies a caring and empathetic perspective, also characteristic of female narratives. The overall tone of the lyrics is introspective and sentimental, which is also consistent with female songwriting styles.","LYRICS: It's in the way you drink your coffee And how you have faith in me And you love your cameras and you tell me that I'm good enough Boy, you bubble-wrap my heart And all the things that I used to be afraid of Suddenly it all disappeared Chorus And you remain my most favourite thing And everywhere I go you're here with me And you remain my most favourite thing And all the time I keep you near me The way you look out of the window And you stay because you know It wasn't your intention but you can't help but to crash in Like the wave I've been waiting for And all the things that I used to be afraid of Suddenly it all disappeared Chorus When I feel like the world has turned it's back on me When I feel all alone and I'm left with nobody Oh, when people wanted me to be somebody else But you love me completely Chorusx2
GENDER: female
KEYWORDS: ""you love your cameras"", ""you bubble-wrap my heart"", ""you're here with me"", ""you love me completely""
REASONING: The use of the term ""you bubble-wrap my heart"" suggests a delicate and nurturing nature, which is often associated with feminine qualities. Additionally, the focus on emotional support and acceptance, as seen in the lines ""you have faith in me"" and ""you love me completely"", implies a caring and empathetic perspective, also characteristic of female narratives. The overall tone of the lyrics is introspective and sentimental, which is also consistent with female songwriting styles."
